date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2021-12-07,-12,-16,0.0,5.8,2,20,01:27 PM,07:22 PM,09:45 AM,04:28 PM,-16,-17,-14,-17,6,26,84,0.0,1033,-12,10,239,4,perm
2021-12-08,-2,-13,2.5,1.7,1,27,01:53 PM,08:58 PM,09:47 AM,04:27 PM,-9,-13,-7,-13,21,100,88,2.9,1030,-2,6,155,14,perm
2021-12-09,-1,-5,0.2,3.7,1,34,02:08 PM,10:33 PM,09:48 AM,04:26 PM,-4,-7,-3,-7,19,87,91,0.9,1028,-1,8,186,12,perm
2021-12-10,-4,-17,0.5,3.7,1,40,02:17 PM,No moonset,09:49 AM,04:26 PM,-9,-12,-7,-12,15,81,92,0.6,1025,-4,7,249,10,perm
2021-12-11,-14,-20,0.0,5.8,1,47,02:24 PM,12:02 AM,09:51 AM,04:26 PM,-18,-21,-18,-21,9,39,97,0.0,1040,-14,2,317,5,perm
2021-12-12,-12,-20,0.0,5.8,1,54,02:30 PM,01:27 AM,09:52 AM,04:25 PM,-17,-19,-16,-19,10,33,95,0.0,1044,-12,5,272,5,perm
2021-12-13,-8,-16,0.0,1.7,1,61,02:35 PM,02:47 AM,09:53 AM,04:25 PM,-14,-16,-12,-16,12,64,89,0.0,1039,-8,10,237,6,perm
2021-12-14,-5,-11,1.1,1.7,1,68,02:41 PM,04:06 AM,09:54 AM,04:25 PM,-9,-13,-7,-13,23,97,87,1.3,1029,-5,6,222,15,perm
2021-12-15,-8,-9,0.0,1.7,1,74,02:48 PM,05:25 AM,09:55 AM,04:25 PM,-9,-12,-8,-12,15,87,95,0.0,1026,-8,9,213,9,perm
2021-12-16,-3,-7,0.5,1.7,1,81,02:57 PM,06:45 AM,09:56 AM,04:25 PM,-5,-9,-4,-9,18,99,94,0.6,1014,-3,7,218,12,perm
2021-12-17,-4,-7,1.2,1.7,1,88,03:10 PM,08:05 AM,09:57 AM,04:25 PM,-5,-9,-5,-9,17,98,96,1.4,1005,-4,8,233,11,perm
2021-12-18,-7,-12,0.2,1.7,1,95,03:30 PM,09:23 AM,09:58 AM,04:25 PM,-10,-11,-10,-11,7,98,98,0.2,1011,-7,8,198,4,perm
2021-12-19,-7,-10,0.4,1.7,1,100,04:01 PM,10:34 AM,09:58 AM,04:26 PM,-9,-13,-9,-13,13,100,96,0.5,1001,-7,6,94,9,perm
2021-12-20,-7,-13,1.6,1.7,1,92,04:49 PM,11:32 AM,09:59 AM,04:26 PM,-10,-16,-10,-16,22,100,94,1.9,1000,-7,4,108,15,perm
2021-12-21,-1,-8,1.3,1.7,1,85,05:53 PM,12:13 PM,09:59 AM,04:27 PM,-4,-7,-3,-7,17,94,96,1.5,1002,-1,5,147,11,perm
2021-12-22,-9,-20,0.7,1.6,1,78,07:10 PM,12:40 PM,10:00 AM,04:27 PM,-12,-17,-12,-17,12,100,97,0.8,1003,-9,6,278,7,perm
2021-12-23,-15,-25,0.0,1.6,1,72,08:32 PM,12:58 PM,10:00 AM,04:28 PM,-20,-24,-19,-24,12,99,97,0.0,1012,-15,6,154,6,perm
2021-12-24,-17,-19,0.0,1.6,1,65,09:56 PM,01:09 PM,10:01 AM,04:28 PM,-19,-26,-18,-26,19,100,91,0.0,1018,-17,10,205,14,perm
2021-12-25,-15,-19,0.0,5.8,1,58,11:21 PM,01:18 PM,10:01 AM,04:29 PM,-18,-25,-17,-25,21,60,89,0.0,1024,-15,10,185,14,perm
2021-12-26,-7,-13,0.3,1.6,1,51,No moonrise,01:25 PM,10:01 AM,04:30 PM,-12,-18,-10,-18,36,97,85,0.8,1011,-7,6,181,24,perm
2021-12-27,-12,-20,0.1,3.7,1,44,12:46 AM,01:31 PM,10:01 AM,04:31 PM,-17,-23,-16,-23,20,74,93,0.1,1010,-12,6,163,12,perm
2021-12-28,-16,-20,0.0,1.6,1,38,02:13 AM,01:37 PM,10:01 AM,04:32 PM,-18,-25,-17,-25,18,100,94,0.0,1018,-16,10,237,13,perm
2021-12-29,-14,-21,0.3,1.6,1,31,03:45 AM,01:45 PM,10:01 AM,04:33 PM,-18,-25,-17,-25,21,99,93,0.4,1027,-14,9,247,14,perm
2021-12-30,-14,-21,0.0,1.6,1,24,05:22 AM,01:55 PM,10:01 AM,04:34 PM,-18,-23,-17,-23,14,89,94,0.0,1033,-14,4,197,8,perm
2021-12-31,-10,-19,0.2,1.6,1,17,07:04 AM,02:11 PM,10:01 AM,04:35 PM,-14,-18,-14,-18,13,87,95,0.2,1024,-10,7,156,8,perm
2022-01-01,-6,-10,0.3,1.6,1,11,08:46 AM,02:39 PM,10:01 AM,04:37 PM,-9,-13,-8,-13,19,98,92,0.4,1008,-6,8,176,13,perm
